benchmark,fork,ci
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,1,"(0.9626661780359282, 1.258661034669753)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,2,"(0.952493919090973, 1.1771957625736011)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,3,"(0.9613681606461901, 1.1374056425873627)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,4,"(0.9482297102988774, 1.1077094979466915)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,5,"(0.9558916236446512, 1.1055231567838937)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,6,"(0.9585256659795666, 1.093667913927105)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,7,"(0.9627143799530029, 1.082304538833264)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,8,"(0.9640647668464689, 1.074189975148394)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryBenchmark#,9,"(0.9607209039886561, 1.0620989217041208)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,0,"(0.9102927071947068, 1.1771334533188964)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,1,"(0.9139798488878395, 1.0897321317200104)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,2,"(0.9263648286601258, 1.069773683830322)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,3,"(0.9366475467538358, 1.0592096465952319)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,4,"(0.93516316049363, 1.0450802882952976)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,5,"(0.9444640751380551, 1.0684869020327048)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,6,"(0.9435416590066916, 1.0537982232955059)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,7,"(0.9513123267476894, 1.06092287847529)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,8,"(0.9497186289507207, 1.05466979468412)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusCounterIncBenchmark#,9,"(0.9405373374928898, 1.041239542295782)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,0,"(0.9250002585424427, 0.9952794517851291)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,1,"(0.9170506406956372, 0.9870561194439165)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,2,"(0.9281317399010062, 1.0115472734830864)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,3,"(0.9243143926862899, 1.0023671339437332)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,4,"(0.9286546563317803, 1.0010817489384818)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,5,"(0.9351762304919341, 1.0105803229488948)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,6,"(0.9353949507010886, 1.007390481691533)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,7,"(0.9286455052913778, 1.001651047452338)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,8,"(0.9306888674397797, 1.0008308227892746)"
prometheus__client_java#io.prometheus.benchmark.CounterBenchmark.prometheusSimpleCounterIncBenchmark#,9,"(0.9313899816875068, 0.9989925597513643)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,0,"(1.0015655259927432, 1.0387777799238338)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,1,"(0.9705912031527348, 1.030745235581009)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,2,"(0.9715385219943883, 1.020577402922209)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,3,"(0.9751737161103663, 1.0170336770450439)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,4,"(0.9759610256212884, 1.0129932874147987)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,5,"(0.9792175886251644, 1.0160345430760167)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,6,"(0.9805541252365098, 1.0153162830886984)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,7,"(0.9816077525933761, 1.0142120765667517)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,8,"(0.9840783349814587, 1.0186585469510603)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramNoLabelsBenchmark#,9,"(0.982462570362247, 1.0162345547647893)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,0,"(0.9938890594215837, 1.0033868460781126)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,1,"(0.9942547123354192, 1.0046033944160533)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,2,"(0.9951949726355129, 1.0031289787187683)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,3,"(0.9959964952665326, 1.0032060039033444)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,4,"(0.994570896494009, 1.0020875884854283)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,5,"(0.995057003018133, 1.0018217181239213)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,6,"(0.9953598936508445, 1.0016252004291413)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,7,"(0.995995003622717, 1.0026135730653651)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,8,"(0.9968317861455691, 1.012807121126579)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleSummaryNoLabelsBenchmark#,9,"(0.9973336536196827, 1.012018043587992)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,0,"(0.7650423175043986, 1.2902957794156555)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,1,"(0.887062893387323, 1.466733620972745)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,2,"(0.9293462080195236, 1.382198997617596)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,3,"(0.8567012914179982, 1.2983843071311798)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,4,"(0.7863860658791797, 1.234557493742106)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,5,"(0.8195859731800023, 1.211297775434381)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,6,"(0.8232407437167903, 1.1732903737734508)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,7,"(0.7774585886892581, 1.1287843333816376)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,8,"(0.8004145049297056, 1.1326043371673615)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryChildBenchmark#,9,"(0.8360009214299577, 1.1786936750890482)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,0,"(0.9697635717615999, 1.0112792372996946)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,1,"(0.9608310078326823, 1.0033696707717983)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,2,"(0.9461740084048765, 0.9961094547314091)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,3,"(0.9491905049749542, 0.9944503887178696)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,4,"(0.9542057075732678, 0.9971196147752501)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,5,"(0.9458456957014577, 0.9927604284055664)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,6,"(0.9500003677473531, 0.9938612894683158)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,7,"(0.9550675275859635, 1.0247497945756647)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,8,"(0.960554011143612, 1.0269198769458516)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeIncBenchmark#,9,"(0.9600203286906303, 1.0218824856356077)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,0,"(0.9528332887937639, 0.9862249368887511)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,1,"(0.9586048486614621, 1.0223972703530904)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,2,"(0.9618055221651043, 1.0139442247960142)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,3,"(0.9686136373793013, 1.0366962120717427)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,4,"(0.9744222639827297, 1.0332239596559252)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,5,"(0.9755777922720777, 1.0292843993565575)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,6,"(0.9804464859937803, 1.0320872877566947)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,7,"(0.9779928576206368, 1.0282312107832596)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,8,"(0.9796744986021164, 1.026647344281841)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSimpleHistogramChildBenchmark#,9,"(0.9792933310800369, 1.0237856898075073)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,0,"(1.0028202225242915, 1.1684276333354076)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,1,"(0.9909728568107009, 1.112263073946467)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,2,"(0.9914612565539411, 1.0777127365235228)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,3,"(0.9939574250395538, 1.0610890341845782)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,4,"(0.9938895469441373, 1.0512388902119965)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,5,"(0.9951245291708557, 1.0438211485809945)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,6,"(0.9971386813702638, 1.0400741882014948)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,7,"(0.9967811952869656, 1.0351838957598456)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,8,"(0.9947544010172406, 1.0305831131182004)"
prometheus__client_java#io.prometheus.benchmark.GaugeBenchmark.prometheusSimpleGaugeChildSetBenchmark#,9,"(0.9936565653976412, 1.0283008459814735)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,0,"(0.8432152910890787, 1.4294830711142823)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,1,"(0.7008994744462647, 1.2693105808866934)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,2,"(0.771225039802661, 1.2181012548436985)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,3,"(0.7428309041522618, 1.1438546279316548)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,4,"(0.7789105060470857, 1.1304231683657116)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,5,"(0.7845951734952513, 1.0970399914670967)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,6,"(0.80071393884031, 1.087863074637728)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,7,"(0.8013574102231881, 1.0646465592289445)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,8,"(0.7986934747546804, 1.046185589979426)"
prometheus__client_java#io.prometheus.benchmark.SummaryBenchmark.prometheusSummaryBenchmark#,9,"(0.7968047532725497, 1.0300299690421022)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,0,"(0.954637755629992, 1.0547696838440135)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,1,"(0.9600661808126537, 1.0317141637216296)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,2,"(0.9696528108806961, 1.0496769393976844)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,3,"(0.9818622625993124, 1.096336120846324)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,4,"(0.968140950957991, 1.0753729851815708)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,5,"(0.9672522499773702, 1.0605546187134764)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,6,"(0.97157015569479, 1.0521708286947289)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,7,"(0.9780221169181704, 1.0586219137879858)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,8,"(0.9813124908239882, 1.0566488460021204)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=100000,9,"(0.9817203274607784, 1.0486989716807342)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,0,"(0.9674643420758413, 1.0292254246758699)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,1,"(0.9776955546951844, 1.0614375233686397)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,2,"(0.9782747248635596, 1.042207792668133)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,3,"(0.9834883535977571, 1.0376093899243763)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,4,"(0.9897007197364075, 1.054938355948651)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,5,"(0.9894206017876047, 1.0466597955032981)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,6,"(0.9912835128715949, 1.0410685850229908)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,7,"(0.9903771930198466, 1.0362175521273729)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,8,"(0.9895206553984129, 1.0322883530561655)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100000,9,"(0.9882833435479431, 1.0286143315875491)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,0,"(0.9584350189645051, 1.073084147317277)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,1,"(0.957146542837597, 1.0369878996454498)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,2,"(0.963924041943393, 1.2816097233481398)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,3,"(0.9569250289018343, 1.2080969645115784)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,4,"(0.9628223592713234, 1.1728202236645187)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,5,"(0.9671841251820139, 1.1486493396977526)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,6,"(0.9727849084184879, 1.1321490372985397)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,7,"(0.9669466673663715, 1.1132237740611364)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,8,"(0.9673141238926408, 1.0971736784435402)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1000,9,"(0.9659053218897788, 1.0831192470566822)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,0,"(0.936552101085022, 1.0750035181254876)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,1,"(0.9265383002614774, 1.0351492208834192)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,2,"(0.9371842005455802, 1.0353734921540612)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,3,"(0.9396592468716787, 1.0230477485321507)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,4,"(0.9457284309668949, 1.0204295993773702)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,5,"(0.9312269441312601, 1.0097018532077535)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,6,"(0.9352817950454448, 1.0301656938754875)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,7,"(0.9368245954360381, 1.0231985443389795)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,8,"(0.9421996910660048, 1.0215589871609656)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.builtInSerializer#stringLength=1000,9,"(0.9436238766522239, 1.0176020340761598)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,0,"(0.992011073998236, 1.121797378023679)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,1,"(1.0023320564472953, 1.0939281858754486)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,2,"(0.9797648299369653, 1.0712759038364748)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,3,"(0.9721547178133311, 1.053463964114219)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,4,"(0.9806591461248498, 1.0544006940489512)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,5,"(0.9844576360286627, 1.0483640086275283)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,6,"(0.9846281369070012, 1.0415576735582204)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,7,"(0.9881968894137578, 1.0394945035610497)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,8,"(0.9908268976337382, 1.0373558065809119)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=10000,9,"(0.992774830606472, 1.036011469221987)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,0,"(0.9331326349368303, 1.0241331368183586)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,1,"(0.937148014990326, 1.017057583151826)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,2,"(0.9298904485175933, 1.0029966998210509)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,3,"(0.9333955219881582, 0.9979452358732753)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,4,"(0.9311316100924104, 0.9935072881078503)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,5,"(0.9352371611668621, 0.9962666848034202)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,6,"(0.9300477188603611, 0.9921877646567535)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,7,"(0.933508251998477, 0.9941812077143437)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,8,"(0.9399075008712261, 1.0447393179944011)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=100,9,"(0.9331332805686148, 1.0334021742655237)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,0,"(0.9653631446827277, 1.0230549316595932)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,1,"(0.9739521549468033, 1.0237741047245212)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,2,"(0.9804666607830802, 1.0461420693972026)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,3,"(0.9830113253408794, 1.039925361865136)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,4,"(0.97617708276623, 1.030191286349164)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,5,"(0.9769900665297727, 1.023945744544035)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,6,"(0.9798249067605458, 1.0225438608486508)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,7,"(0.983265470398564, 1.0226949538079042)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,8,"(0.9838095013151229, 1.0221841839958237)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedSerializer#stringLength=10000,9,"(0.9828275501266639, 1.0180881751382178)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,0,"(0.9141531307172476, 0.9904746846825868)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,1,"(0.9243865261953215, 1.0003637397529448)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,2,"(0.9278943216531585, 1.0018595533199337)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,3,"(0.9262270073208244, 0.998239079733147)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,4,"(0.9219516378905548, 0.9945507074632112)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,5,"(0.9232244592605667, 0.9931274043048572)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,6,"(0.9256931393982234, 0.9973935540031675)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,7,"(0.9299668652139187, 1.0006993925098022)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,8,"(0.9322562790354925, 1.0056683518375438)"
protostuff__protostuff#io.protostuff.benchmarks.StringSerializerBenchmark.bufferedRecycledSerializer#stringLength=1,9,"(0.9293221983037833, 1.0032803155830126)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=10,0,"(0.9792751098913604, 1.0293806481722514)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=10,1,"(0.9788311412378647, 1.0174513907083873)"
r2dbc__r2dbc-h2#io.r2dbc.h2.StagedResultSizeBenchmarks.preparedJdbc#resultSize=10,2,"(0.976816286956442, 1.0119824638337953)"
