benchmark,fork,ci,timewaste
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,2,"(1.0021090436043127, 1.0027840816693934)",50.159508593777744
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,3,"(1.0011642549964108, 1.0018287490567233)",50.03906070755547
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,4,"(0.9992799469303881, 0.9999543297311092)",50.03402353777779
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,5,"(0.999714575273497, 1.0003592695660595)",50.034181916444524
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,6,"(1.000352498011784, 1.0009994829684161)",50.181727118222156
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,7,"(1.000666820451393, 1.0013865761229677)",50.09599146666656
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,8,"(0.9993913623110453, 1.0000841195743309)",50.09826884266668
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,9,"(1.0000504334529856, 1.0007284749469911)",50.08911382755546
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,0,"(0.995401235282197, 1.000714066008786)",49.80001537833847
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,1,"(1.0121260669273193, 1.0325654570929435)",-47.90001287006121
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,2,"(0.9941974434784396, 0.9989460740340603)",49.80001460920646
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,3,"(0.9956649230032594, 1.0019968610713441)",49.90001493034995
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,4,"(1.0000641781559838, 1.0111733142235373)",49.80001424904676
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,5,"(0.9891883394984965, 0.9924948951847467)",49.80001663408295
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,6,"(0.9884119365220072, 0.9953625726368439)",49.80001337384092
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,8,"(0.9943836717597229, 0.9987523310406483)",-162.5000438220184
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,9,"(0.9955709865191547, 0.9990365621028887)",49.800015769381496
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,0,"(0.9918327376619998, 0.9977800260836438)",50.195994851555554
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,2,"(0.9780983068284927, 0.989233072393928)",-193.1970398743063
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,3,"(0.9936860545203915, 0.9979338327496637)",50.065464359661526
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,7,"(0.9847052270604245, 0.9893775291799295)",50.154754741169306
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,8,"(0.9454442222668274, 0.9522829509253271)",-40.426312254877075
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,9,"(0.9929710528451349, 0.9967180273150567)",50.10890997759998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,0,"(0.9997036230909742, 1.0001713595527888)",49.70359864279612
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,1,"(0.9994019982824999, 1.0002278180824462)",49.903673209262145
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,2,"(0.9999850082724777, 1.0004296626876394)",49.70360173089808
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,3,"(1.0000637707332218, 1.0005481094604542)",49.703631906756186
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,4,"(0.9993825388177603, 1.000059614759838)",49.9036668577729
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,5,"(0.9996702441020907, 1.000026667286285)",49.70358922868679
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,6,"(0.9997636685272008, 1.0001201307188532)",49.703565342015025
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,7,"(0.9996783405265124, 1.00000192042314)",49.70350386276358
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,8,"(0.9999856299424358, 1.000384294079658)",49.703459639181006
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer#density=0.1,9,"(0.9996922249488975, 1.0000597741182466)",49.7035589154117
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,0,"(0.9909480811596745, 1.000049787864974)",27.961694327547814
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,1,"(0.9932983047482002, 0.9981582648183434)",21.672247992843964
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,2,"(0.9943060882958249, 1.0035666777821342)",24.656980413858413
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,3,"(0.9937092618223868, 0.9986526986646487)",18.745553295354227
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,4,"(0.9928889755620637, 1.00884938387119)",20.947532269470464
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,5,"(0.9955087244662566, 1.0084470209021072)",24.366529022200254
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,6,"(0.9948477522265843, 1.0047316621896727)",24.782364264324272
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,7,"(0.9953239486443077, 1.0017933413732842)",0.30050099200000346
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,8,"(1.0017320288986524, 1.0164189384570395)",-105.43771858879407
RoaringBitmap__RoaringBitmap#org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter#randomness=0.5&scenario=SPARSE&size=100000,9,"(0.9914815945312805, 0.9962572527485715)",22.151814066308045
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,0,"(0.9954937883820832, 0.9964124302520415)",49.91815415332124
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,1,"(1.0000515555713123, 1.0002988821633598)",10.104198151853552
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,2,"(0.9943366330755143, 0.9953927060778528)",49.91905751678148
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,3,"(0.994471980803297, 0.9954862908723239)",49.9208216817538
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,4,"(0.9943119214891474, 0.9952386714171438)",49.92063340519572
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,5,"(0.9977012226663997, 0.9983667697794454)",49.92187937726203
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,6,"(0.9943375397626338, 0.9955049460980983)",49.91975805532029
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,7,"(0.998612815723204, 0.9988585908450898)",10.103912116430344
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,8,"(0.9945530800972509, 0.9955159379581864)",49.92210532472721
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,9,"(0.9961569486849927, 0.9970219637376242)",49.920875912734324
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,0,"(0.7077928499461905, 0.7095062019065034)",-117.71443063466833
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,1,"(0.7082522591181784, 0.7097278845947492)",-117.75731302399936
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,2,"(0.7297812410667078, 0.7311574608336691)",-123.24254515200045
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,3,"(0.7077012145731516, 0.7091172391091299)",-117.80502323199747
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,4,"(0.7069068106776595, 0.7082942914802216)",-117.61231462399938
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,5,"(0.7080713444472323, 0.7093836645497661)",-117.91125708800078
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,6,"(0.7315263564725799, 0.7328002375833681)",-123.27990067199981
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,7,"(0.7065544545941181, 0.7079509437050189)",-117.67237836800052
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,8,"(0.7071710558610472, 0.7085600710974651)",-117.81891686400077
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,9,"(0.7310407567131166, 0.732116366658018)",-123.25686476800017
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,0,"(1.0005950291406323, 1.0037555586556848)",36.23256063999991
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,1,"(1.006234493901456, 1.0098327540436751)",50.19703705599979
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,2,"(0.9953199330713388, 0.998758421208123)",50.13372928000023
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,3,"(0.9941587131708352, 0.9973396590366469)",50.12776550399978
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,4,"(1.0028109368941023, 1.0054492449640908)",38.13965824000011
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,5,"(0.990396365073021, 0.9940791355949565)",50.165186559999995
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,6,"(0.9977315339258532, 1.0003065068192347)",50.1580431359998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,7,"(0.993727964849487, 0.9970068970031256)",50.25798553599993
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,8,"(0.997583772873468, 0.9991093419314836)",50.1314355200002
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,9,"(1.0009972657782118, 1.0037341098432868)",50.313756671999876
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,0,"(1.0019964245257773, 1.0048009975468886)",50.58330624000005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,1,"(1.0022665954286198, 1.0050004746827585)",50.299666432000066
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,2,"(0.9999833763015962, 1.0026686877067856)",50.30962790399998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,3,"(1.0067478881027527, 1.0091799726284036)",50.47844864000005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,4,"(1.0070064883964, 1.009276625523958)",50.45433139200007
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,5,"(1.000342210769682, 1.0034789058706386)",50.47844864000002
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,6,"(1.0017862613240103, 1.0048724213213749)",50.32692940800003
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,7,"(1.0033424580724515, 1.0063820497593359)",50.386173951999965
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,8,"(1.0039630649623086, 1.0063731943535366)",50.40452403200005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,9,"(1.0036796144064484, 1.0061056115329106)",50.27030630400003
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,0,"(0.9981217732287324, 1.002223902205314)",50.12783103999995
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,1,"(0.9998791908728801, 1.003453096767518)",50.132680703999895
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,2,"(1.0004998060460075, 1.002420249380894)",50.19408793599996
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,3,"(1.0001270182839583, 1.0023204777180001)",50.214273023999965
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,4,"(0.9995635903144393, 1.0011390207095847)",50.22462771199998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,5,"(1.0004418785768319, 1.002392021659682)",50.22646271999992
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,6,"(1.0000302640271075, 1.003861135761357)",50.22102323199996
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,7,"(0.9995183563693861, 1.0015504510537725)",50.235965439999944
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,8,"(0.9991762609454193, 1.0014603454032163)",50.139758591999836
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,9,"(1.0010168812956504, 1.0035154352874371)",50.16118886399995
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,0,"(1.003508009452994, 1.004198930432449)",46.688665599999986
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,1,"(1.0009827294056246, 1.0020121524464904)",46.48755668962327
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,2,"(0.9988470127640261, 1.0000336601907696)",46.78211993599996
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,3,"(0.9901624316939983, 0.9909129155505019)",46.696308736000056
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,4,"(0.9967184056474784, 0.9983232012251896)",46.62859936278268
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,5,"(1.0017674953674887, 1.0030290189763518)",46.51257036799996
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,6,"(0.9980201308262757, 0.9994947239808882)",46.703558656000034
