benchmark,fork,ci,timewaste
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,1,"(1.0026660480773955, 1.0032359522210317)",49.97393612800004
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,2,"(1.0023030638526198, 1.0033852173345095)",50.16610406399997
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,3,"(1.002703772942722, 1.003327006325155)",50.05993574400001
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,4,"(1.0027510242038993, 1.0033151535944465)",50.073649151999945
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,5,"(1.0028478842911697, 1.0034103281369824)",49.959682048000005
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,6,"(1.0026658182555166, 1.00320219115173)",50.08061235200002
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,8,"(1.000136214684708, 1.0011246001234773)",50.06857011199996
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,9,"(1.0029357190832973, 1.0038108773285879)",50.06924185600001
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,0,"(0.9873797077128942, 1.0029364174877733)",18.76842682971615
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,2,"(0.9876938881087097, 1.0000028187914232)",8.150434800716425
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,3,"(0.9945857647258891, 1.0062786750239803)",-119.79053241287988
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,4,"(1.0044589805907678, 1.0242141428742397)",17.039071027199974
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,5,"(0.9923211608508866, 1.0066234193518964)",33.425877803243715
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,6,"(0.966019019399608, 0.9777707267194495)",50.1831546658605
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,9,"(1.0238823479923456, 1.0442308857854754)",-45.53133911433855
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,0,"(0.9818418008219065, 0.9925829491167032)",34.96824855761756
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,1,"(0.9906442325871426, 1.0099794556188773)",50.16916292202587
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,2,"(0.996761789185278, 1.0118833796048894)",8.036542463999979
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,3,"(0.9929677809945419, 1.0022385925768962)",9.733730000592587
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,4,"(0.990014024735749, 1.0009154911145461)",29.24835676664302
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,5,"(0.9838985509972435, 0.9943182005117288)",-42.472809623703796
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,6,"(0.9837026450837157, 0.9949721133411886)",30.82936115200001
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,7,"(0.9799074688199652, 1.046293907634005)",50.18300475162259
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,8,"(0.9829941772947707, 0.9903271335755057)",50.1965056753009
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,0,"(0.9910252838550336, 1.0044344180631681)",-111.40151159466646
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,1,"(0.9922774859524761, 1.002301608520719)",-115.31518498133465
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,2,"(1.012247505509867, 1.03189819784315)",-143.34320913066725
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,3,"(1.006926210353736, 1.0257202495239983)",-143.77325472426782
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,4,"(0.9882421936100304, 0.9979938568566624)",11.13643417600003
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,5,"(0.995686776792129, 1.0177423726132326)",-221.17470699520058
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,6,"(0.9891374258884633, 0.9998829376971432)",18.401460223999944
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,8,"(1.0000514616909268, 1.0120574758536027)",16.43544576000005
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,9,"(0.9957042640474035, 1.01004360808117)",26.361774079999908
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,0,"(0.9983738581293234, 1.0073970339577984)",60.28053708800001
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,1,"(0.9947971912142514, 1.0029333298322207)",60.666413056
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,2,"(0.9800346065924893, 0.9939065825858889)",61.400416256
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,3,"(0.9924076937578528, 1.0034292689083382)",60.532195328
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,4,"(0.9868991134462946, 0.9999562550254985)",60.960014336
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,5,"(0.9873954627995936, 0.998919182183098)",60.997763072
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,6,"(0.992559129297048, 1.007407882585621)",60.997763072000005
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,7,"(0.9895692860304042, 1.0022998812361046)",60.947431424000015
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,8,"(0.9967966726709703, 1.0070822607324477)",61.08164915200001
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=32&work=100,9,"(0.9947445586714293, 1.007832539426904)",60.80901939200002
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,0,"(0.9628397235976368, 1.062619603083703)",49.90051201173931
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,1,"(0.9777300922564071, 1.0707542995482464)",-129.00121314133813
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,2,"(0.970530464983125, 1.0130909457859338)",23.800236176523462
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,3,"(0.9843132098133026, 0.997361725339886)",35.50031843390874
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,4,"(0.9644494705587711, 1.077883333729088)",49.80049809061845
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,5,"(0.9551487771749099, 1.0540273186481974)",49.90051371397664
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,6,"(0.9711324763817814, 0.9966773086350116)",31.4003216750348
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,7,"(0.9913674037350472, 1.0202674153627445)",49.80050990435818
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,8,"(0.985393648331375, 1.0809828494649831)",49.30048038712073
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert#count=10,9,"(0.9816825407033549, 1.000412217508695)",31.400296286806125
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,0,"(0.9472613052596222, 1.0811304341652257)",36.50007293933518
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,1,"(0.9047419040471327, 0.9680764461207624)",35.20007289318846
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,2,"(1.0880822133944994, 1.186553405503118)",-86.80015427084298
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,4,"(1.0035524943634206, 1.0267033050288235)",-172.600293669892
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,5,"(0.9170267714158065, 0.9996779092831566)",30.700052034000777
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,6,"(0.969445036137687, 1.0244835976848201)",-93.80015073150506
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,7,"(1.0063099960692297, 1.0513071320435703)",-144.60024802495604
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,9,"(0.9369869330068353, 1.201431632587489)",15.000022385338156
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,0,"(0.998132514269189, 0.9991671767113891)",49.94167603199993
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,1,"(0.9978815661926261, 0.9987570633231595)",49.95268607999999
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,2,"(0.9979926928963928, 0.9988861293218084)",50.05508608
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,3,"(0.9989043519157133, 1.0000762547323367)",49.963966463999995
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,4,"(0.9978195793177711, 0.9988246811618634)",49.964924927999945
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,5,"(0.9980940114132543, 0.9990373875869681)",49.93803059200005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,6,"(0.997913222107056, 0.9988355436663345)",49.95526655999994
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,7,"(0.9973506417650818, 0.9983743873172568)",49.95462758400003
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,8,"(0.9960343698430407, 0.9973069063710333)",49.94524262399998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator#bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,9,"(0.9973121900174046, 0.9981666874942928)",49.951629311999916
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,0,"(1.00146662972501, 1.0058784121007387)",50.05669768442071
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,1,"(0.9990450731455995, 1.0025196078080714)",50.034512893490145
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,2,"(0.998916733375792, 1.0023065522346768)",50.01758147264223
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,3,"(0.9974103168666478, 1.0025995738528821)",50.19368070361217
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,4,"(0.9972539298784593, 1.0019963969627759)",50.050297191072936
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,5,"(0.9971412838946616, 1.0028007044752154)",50.10490941669469
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,6,"(0.9982125345279554, 1.0041562901662964)",50.08719249503632
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,7,"(0.9993168042128517, 1.0022423413789256)",50.33812730250266
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,8,"(0.9976410709161715, 1.001188919377871)",50.085221339103526
RoaringBitmap__RoaringBitmap#org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline#scenario=SHIFTED,9,"(1.000318038660963, 1.0043005044687725)",-30.070404859345516
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,2,"(0.9990629892294076, 1.003724689507666)",49.900013629218954
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,3,"(0.9964309447541229, 1.0029185564330672)",49.8000154930362
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,4,"(0.9873250007165367, 0.9988119587772596)",49.900013351034396
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,6,"(0.9960094260691515, 1.0044728416531892)",49.900014968645664
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,7,"(0.9966208518394972, 1.0010639685366014)",49.90001400037144
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,8,"(0.99399934317786, 1.0093592234282682)",-184.30005084464804
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,9,"(0.9907801601657299, 0.9937871224827025)",5.000001125227598
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,0,"(1.0018018685175052, 1.0045468088842708)",-2.0091883519999953
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,1,"(1.0013834640950574, 1.0039909560898754)",-1.9243253759999916
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,2,"(1.0060598636130071, 1.0106588007659225)",-3.538307601655177
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,3,"(1.0030314826917242, 1.0053869282373347)",-1.819437055999984
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,4,"(1.000165270005761, 1.0030342674542885)",-2.017894400000017
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,5,"(1.002390465166074, 1.0051726372140566)",-2.2096199680000055
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,6,"(1.0028488374528783, 1.005507286695062)",-2.2091202560000056
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,7,"(1.002207911371639, 1.0047794557771852)",-2.1049057280000056
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,8,"(1.0027961754045644, 1.0053943517189314)",-1.9130347519999873
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,9,"(1.0004251698133801, 1.0026894271281346)",-1.9238789120000064
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,0,"(0.999257300205015, 0.9999150169297943)",17.976898560000002
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,1,"(1.0005706998390937, 1.0011758257285663)",17.47395993600003
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,2,"(1.000362570497646, 1.000991984323357)",17.878111231999966
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,3,"(1.0002334382525764, 1.0008818055099076)",17.965373439999922
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,4,"(1.0004948707768682, 1.0011044289817304)",17.46639155200004
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,5,"(0.9988291307243221, 0.9994162163013504)",17.44154828799998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,6,"(0.9990988707785848, 0.9997138191185704)",17.566391295999964
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,7,"(1.0002853672450207, 1.0009406268981929)",17.845108735999993
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,8,"(1.0014131288355412, 1.002044162612119)",17.861260287999976
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,9,"(0.9995535211841778, 1.0002290423972633)",17.97457920000003
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,0,"(0.9995844026295191, 1.0029028274916014)",28.400156672000023
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,1,"(0.9977914441628656, 1.0001252582332005)",28.368437248000067
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,2,"(0.9984200775466155, 1.0008162981343294)",25.610944512000057
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,3,"(0.9987405352264216, 1.0010903595111451)",28.23526809600008
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,4,"(0.9985252475899155, 1.0008346950411953)",28.391243776000067
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,5,"(0.9991189164945177, 1.0015324817631366)",28.274851840000057
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,6,"(0.9990871606208576, 1.0013422647429058)",28.26436608000002
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,7,"(0.9987076490753303, 1.001109718284776)",27.744534528000084
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,8,"(0.999451848218952, 1.001851444207973)",16.04950425600005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,9,"(0.9989383872611309, 1.0012762861328963)",28.363456512000063
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,0,"(1.0970182881162753, 1.0998099215857626)",-228.75003289599832
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,1,"(1.0996099447186913, 1.1031413649740929)",-228.88470937599917
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,2,"(1.0969426227978025, 1.0989890772423592)",-228.87664844799954
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,3,"(1.0788528892231968, 1.0805275986754759)",-228.9292738559978
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,4,"(1.1004892514684315, 1.102622478015297)",-228.9646960639986
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,5,"(1.099405524324754, 1.1013914848721764)",-228.87356825599977
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,6,"(1.0994803012575083, 1.1015933916136682)",-229.08272639999845
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,7,"(1.096779829741257, 1.09858611912603)",-228.6778777600005
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,8,"(1.0990259671098275, 1.101060658066182)",-229.0155519999998
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,9,"(1.0964248695183456, 1.0992015151531527)",-228.59329535999876
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,0,"(0.9950718173147951, 1.0174880643136865)",11.455718372324291
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,1,"(0.9790285646220737, 0.9949248676353337)",35.44749880527817
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,2,"(0.9879611229147144, 1.0066585259223935)",25.174485310766627
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,3,"(0.9987361258293089, 1.0180710706441645)",1.008635904000002
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,4,"(0.9806755932771148, 0.9969334306055416)",48.65497604825572
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,5,"(1.029415312066718, 1.0600660041630339)",-81.15089559335223
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,6,"(1.0067926772622504, 1.028709060290129)",30.17391878146817
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,7,"(0.9895693986488938, 1.0104176913505742)",29.852981597181397
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,0,"(1.0005999502492282, 1.0012506529156937)",50.111285020444384
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,1,"(0.9999323848787167, 1.0006158448287634)",50.236937557333256
