project,benchmark,params,warmupTime,measurementTime,warmupIterations,measurementIterations,forks,warmupTimeSec,measurementTimeSec,warmupIterationsTime,measurementIterationsTime,forkTime,time
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=max&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=avg&dataType=bigint&evalMode=COMPLETE&hasNulls=false&isRepeating=true&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=avg&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=bloom_filter&dataType=bigint&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=stddev_samp&dataType=double&evalMode=PARTIAL1&hasNulls=false&isRepeating=false&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.bench,,1 s,1 ms,5,1,1,1.0,0.001,5.0,0.001,5.001,5.001
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=GZIP&maxBatchSize=500&messageSize=100&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=NONE&maxBatchSize=2&messageSize=1000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=1000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.CompressedRecordBatchValidationBenchmark.measureValidateMessagesAndAssignOffsetsCompressed,bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=10&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=LZ4&maxBatchSize=500&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=GZIP&maxBatchSize=50&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=1&messageSize=100&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=2&messageSize=100&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=GZIP&maxBatchSize=2&messageSize=10000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=10&messageSize=100000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=SNAPPY&maxBatchSize=10&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=SNAPPY&maxBatchSize=500&messageSize=100&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=LZ4&maxBatchSize=500&messageSize=100&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=50&messageSize=100000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=ONES&compressionType=ZSTD&maxBatchSize=200&messageSize=10000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=GZIP&maxBatchSize=10&messageSize=100000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage,bufferSupplierStr=NO_CACHING&bytes=ONES&compressionType=LZ4&maxBatchSize=2&messageSize=1000&messageVersion=2,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=NO_CACHING&bytes=RANDOM&compressionType=GZIP&maxBatchSize=50&messageSize=100000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/kafka,org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize,bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=NONE&maxBatchSize=200&messageSize=10000&messageVersion=1,10 s,10 s,5,15,1,10.0,10.0,50.0,150.0,200.0,200.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput5Params,configFileName=perf5AsyncApndMpscQNoLoc-noOpAppender.xml,10 s,10 s,10,20,1,10.0,10.0,100.0,200.0,300.0,300.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.baseline,size=4,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteJsonTemplateLayout4JsonLayout,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput2Params,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2LocationBenchmark.throughputSimple,configFileName=perf5AsyncApndMpscQWithLoc-noOpAppender.xml,10 s,10 s,10,20,1,10.0,10.0,100.0,200.0,300.0,300.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput7Params,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderRewrite,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.OutputBenchmark.redirect,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.liteCustomJsonLayout,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.fastDateFormat,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.layout.template.json.JsonTemplateLayoutBenchmark.fullCustomJsonLayout,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.FileAppenderThrowableBenchmark.simpleThrowable,loggingConfiguration=LOG4J2_THROWABLE_ASYNC,3 s,3 s,3,3,1,3.0,3.0,9.0,9.0,18.0,18.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.legacyInjectWithoutProperties,count=500&threadContextMapAlias=NoGcOpenHash,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/logging-log4j2,org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/tinkerpop,org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalLongCached,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructLong,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testReadMessage1GraphSON,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.writeBytecode1,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_outE_inV_outE_inV_outE_inV,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVAddEWithPropsChained,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.GraphSONMapperBenchmark.readBytecode2,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.testAddVWithPropsChained,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_localXout_out_valuesXnameX_foldX,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readP1,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructMediumWithBindings,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_E_hasLabelXwrittenByX_whereXinV_inEXsungByX_count_isX0XX_subgraphXsgX,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.jsr223.GremlinGroovyScriptEngineBenchmark.testEvalShortNoCache,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_repeatXoutX_timesX2X,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.SerializationBenchmark.testWriteResponseBinary,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.jsr223.JavaTranslatorBenchmark.testTranslationWithStrategy,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphMutateBenchmark.testAddVertexWithProps,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.GraphTraversalBenchmark.g_V_out_localXout_out_valuesXnameX_foldX,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
apache/tinkerpop,org.apache.tinkerpop.gremlin.driver.GraphBinaryReaderWriterBenchmark.readBytecode2,,200 ms,10 s,3,10,2,0.2,10.0,0.6000000000000001,100.0,100.6,201.2
apache/tinkerpop,org.apache.tinkerpop.gremlin.process.TraversalConstructionBenchmark.constructShort,,10 s,10 s,3,10,2,10.0,10.0,30.0,100.0,130.0,260.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNG,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImageAndNativeMetadata,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImage,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithTIF,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.process,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetNumImages,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithBufferedImageAndXMPMetadata,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithTIF,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithAVI,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testReadRendered,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLV,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetNumImages,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
cantaloupe-project/cantaloupe,edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG,,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
crate/crate,io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
crate/crate,io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
crate/crate,io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
crate/crate,io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
crate/crate,io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
crate/crate,io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeSkippingBatchIterator,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
crate/crate,io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap,,10 s,10 s,2,5,2,10.0,10.0,20.0,50.0,70.0,140.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size2,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size4,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size16,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HttpServerHandlerBenchmark.netty,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersEncodeBenchmark.baseline,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size8,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse-vertx/vert.x,io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt,,1 s,2 s,20,10,1,1.0,2.0,20.0,20.0,40.0,40.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=true&loadFactor=0.50&size=750000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef,isPresized=false&loadFactor=0.75&size=5500000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
eclipse/eclipse-collections,org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove,isPresized=false&loadFactor=0.45&size=1000000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
